types,sub_pos,Group,exp,porr,sum_force
Bi,0.008944007,6,9,pitch,0.29861128
Bi,0.00822595,6,10,pitch,0.15998468
Bi,0.08659077,6,11,pitch,0.32972452
Bi,0.008260519,6,12,pitch,0.22386618
Bi,0.017705496,6,13,pitch,0.31540465
Bi,0.013642525,6,14,pitch,0.29046234
Bi,0.008648446,6,15,pitch,0.2230171
Bi,0.017866526,6,16,pitch,0.31265774
Bi,0.018475113,6,17,pitch,0.28521645
Bi,0.005910903,6,18,pitch,0.09199076
Bi,0.0059112255,6,19,pitch,0.11771664
Bi,0.00472876,6,20,pitch,0.16618112
PP,0.009965007,1,1,roll,1.6494877
PP,0.021133052,1,2,roll,1.8814757
PP,0.013941144,1,3,roll,1.5196084
PP,0.013898033,1,4,roll,1.9687346
PP,0.011723665,1,5,roll,1.073532
PP,0.016251028,1,6,roll,1.1032265
PP,0.019775972,1,7,roll,1.6665884
PP,0.00865112,1,8,roll,0.5923107
PP,0.010514861,1,9,roll,0.30774298
PP,0.009967266,1,10,roll,1.2095094
PP,0.012632225,1,11,roll,1.2665147
PP,0.0055911154,1,12,roll,1.138891
PP,0.008141022,1,13,roll,1.4906492
PP,0.00782626,1,14,roll,1.0523437
PP,0.011414168,1,15,roll,1.0422844
PP,0.015358828,1,16,roll,1.3141093
PP,0.006148361,1,17,roll,0.8359592
PP,0.010732448,1,18,roll,1.4843026
PP,0.0116341,1,19,roll,1.4606229
PP,0.010253685,1,20,roll,0.7126002
Ad(PD),0.1037297,1,1,roll,1.8883619
Ad(PD),0.09116543,1,2,roll,3.2568836
Ad(PD),0.13725638,1,3,roll,3.2624865
Ad(PD),0.07214376,1,4,roll,3.2810636
Ad(PD),0.09266006,1,5,roll,3.5732834
Ad(PD),0.12956001,1,6,roll,3.184848
Ad(PD),0.14684707,1,7,roll,2.940586
Ad(PD),0.063357785,1,8,roll,3.3204415
Ad(PD),0.057175677,1,9,roll,3.4371479
Ad(PD),0.061531276,1,10,roll,3.6315293
Ad(PD),0.115996204,1,11,roll,3.4083447
Ad(PD),0.11899988,1,12,roll,3.6870885
Ad(PD),0.14151841,1,13,roll,3.1683471
Ad(PD),0.1752816,1,14,roll,3.268738
Ad(PD),0.083995685,1,15,roll,3.4897895
Ad(PD),0.057788696,1,16,roll,3.0053115
Ad(PD),0.108380646,1,17,roll,3.2841268
Ad(PD),0.107534714,1,18,roll,2.779641
Ad(PD),0.094258465,1,19,roll,3.1006544
Ad(PD),0.08629426,1,20,roll,3.5192845
Ad(Ac),0.0123782065,1,1,roll,0.80724704
Ad(Ac),0.012845546,1,2,roll,0.57852775
Ad(Ac),0.011283772,1,3,roll,0.41347256
Ad(Ac),0.01410053,1,4,roll,0.49427977
Ad(Ac),0.0073109833,1,5,roll,0.15761892
Ad(Ac),0.010015643,1,6,roll,0.50497943
Ad(Ac),0.012047735,1,7,roll,0.43477103
Ad(Ac),0.013113883,1,8,roll,0.45255992
Ad(Ac),0.0056791757,1,9,roll,0.32401857
Ad(Ac),0.007319659,1,10,roll,0.36293936
Ad(Ac),0.01092973,1,11,roll,0.5021111
Ad(Ac),0.0064257924,1,12,roll,0.4040605
Ad(Ac),0.009774017,1,13,roll,0.6461537
Ad(Ac),0.006938808,1,14,roll,0.3774333
Ad(Ac),0.008161493,1,15,roll,0.42795292
Ad(Ac),0.009024073,1,16,roll,0.51286197
Ad(Ac),0.005802115,1,17,roll,0.34190297
Ad(Ac),0.014958817,1,18,roll,0.52382374
Ad(Ac),0.006207434,1,19,roll,0.2706588
Ad(Ac),0.0072717103,1,20,roll,0.26765388
Bi,0.0062566805,1,1,roll,0.44859695
Bi,0.006811952,1,2,roll,0.33313277
Bi,0.004835443,1,3,roll,0.20398612
Bi,0.004675683,1,4,roll,0.3560777
Bi,0.003587622,1,5,roll,0.13377851
Bi,0.0064543965,1,6,roll,0.29916355
Bi,0.0078091538,1,7,roll,0.288424
Bi,0.0046539176,1,8,roll,0.19067362
Bi,0.005018409,1,9,roll,0.13378234
Bi,0.0064523066,1,10,roll,0.20923756
Bi,0.006497379,1,11,roll,0.30472
Bi,0.0034831336,1,12,roll,0.2420558
Bi,0.004784531,1,13,roll,0.34609804
Bi,0.0054794126,1,14,roll,0.1765152
Bi,0.0030682383,1,15,roll,0.24664325
Bi,0.0048604435,1,16,roll,0.2686902
Bi,0.0031859265,1,17,roll,0.18720876
Bi,0.003585155,1,18,roll,0.30189422
Bi,0.003036938,1,19,roll,0.17974558
Bi,0.003969249,1,20,roll,0.14699182
PP,0.017567268,2,1,roll,1.3096243
PP,0.028998047,2,2,roll,0.975614
PP,0.03870732,2,3,roll,0.7715591
PP,0.03985735,2,4,roll,0.32528004
PP,0.049393173,2,5,roll,0.8202415
PP,0.023388144,2,6,roll,0.36002865
PP,0.034654796,2,7,roll,0.36329785
PP,0.033783168,2,8,roll,1.457936
PP,0.023589225,2,9,roll,0.3640521
PP,0.017118866,2,10,roll,0.45676488
PP,0.02847607,2,11,roll,1.8751521
PP,0.015254463,2,12,roll,1.2889587
PP,0.022174241,2,13,roll,1.3175038
PP,0.031934846,2,14,roll,1.1540387
PP,0.04548927,2,15,roll,0.77123487
PP,0.049848143,2,16,roll,1.1123871
PP,0.052325513,2,17,roll,1.0798032
PP,0.03360686,2,18,roll,1.5043069
PP,0.015803264,2,19,roll,0.94559777
PP,0.02454883,2,20,roll,1.2237531
Ad(PD),0.078796536,2,1,roll,2.3457382
Ad(PD),0.12606646,2,2,roll,3.223687
Ad(PD),0.09596976,2,3,roll,3.0829911
Ad(PD),0.10585498,2,4,roll,3.2500985
Ad(PD),0.13481984,2,5,roll,2.4070313
Ad(PD),0.14927755,2,6,roll,3.2921555
Ad(PD),0.17951956,2,7,roll,3.2132454
Ad(PD),0.18379568,2,8,roll,2.7873573
Ad(PD),0.1362344,2,9,roll,2.8888416
Ad(PD),0.10057505,2,10,roll,2.953338
Ad(PD),0.11835722,2,11,roll,3.2103872
Ad(PD),0.08341883,2,12,roll,3.3308084
Ad(PD),0.08893472,2,13,roll,2.8180952
Ad(PD),0.07946283,2,14,roll,3.0360885
Ad(PD),0.07873861,2,15,roll,2.9518132
Ad(PD),0.07671634,2,16,roll,3.5031087
Ad(PD),0.1018586,2,17,roll,2.7153788
Ad(PD),0.13160694,2,18,roll,2.8334954
Ad(PD),0.13628343,2,19,roll,3.2092462
Ad(PD),0.118112475,2,20,roll,3.086975
Ad(Ac),0.023427492,2,1,roll,0.73722386
Ad(Ac),0.034283634,2,2,roll,0.7188242
Ad(Ac),0.023311239,2,3,roll,0.6518856
Ad(Ac),0.015002854,2,4,roll,0.31185794
Ad(Ac),0.015660392,2,5,roll,0.5885263
Ad(Ac),0.018824592,2,6,roll,0.14597785
Ad(Ac),0.024224991,2,7,roll,0.19568963
Ad(Ac),0.023221515,2,8,roll,0.58911765
Ad(Ac),0.018461592,2,9,roll,0.32567337
Ad(Ac),0.023959737,2,10,roll,0.29361963
Ad(Ac),0.021993726,2,11,roll,0.55162114
Ad(Ac),0.0112088965,2,12,roll,0.4310895
Ad(Ac),0.032040283,2,13,roll,0.59445924
Ad(Ac),0.06053427,2,14,roll,0.9689701
Ad(Ac),0.035952758,2,15,roll,0.33499682
Ad(Ac),0.030554667,2,16,roll,0.50434387
Ad(Ac),0.019777946,2,17,roll,0.5264786
Ad(Ac),0.032625407,2,18,roll,0.62638855
Ad(Ac),0.021923332,2,19,roll,0.43686172
Ad(Ac),0.022755772,2,20,roll,0.569365
Bi,0.0332903,2,1,roll,0.28532097
Bi,0.016498404,2,2,roll,0.32983825
Bi,0.044188585,2,3,roll,0.4651003
Bi,0.008965138,2,4,roll,0.15278526
Bi,0.012507797,2,5,roll,0.36174542
Bi,0.01424265,2,6,roll,0.1114753
Bi,0.017550983,2,7,roll,0.09776092
Bi,0.00889318,2,8,roll,0.30663967
Bi,0.009493037,2,9,roll,0.25921896
Bi,0.014714729,2,10,roll,0.18185586
Bi,0.021700159,2,11,roll,0.39699268
Bi,0.017243592,2,12,roll,0.27938014
Bi,0.02879942,2,13,roll,0.2977449
Bi,0.019239811,2,14,roll,0.31941152
Bi,0.010120683,2,15,roll,0.2546398
Bi,0.012144044,2,16,roll,0.29585084
Bi,0.009687356,2,17,roll,0.29634616
Bi,0.0063551934,2,18,roll,0.3316264
Bi,0.008066441,2,19,roll,0.23684856
Bi,0.0106505,2,20,roll,0.3004087
PP,0.030188767,3,1,roll,0.42255983
PP,0.027138626,3,2,roll,0.8283106
PP,0.011645336,3,3,roll,0.90695816
PP,0.0069258153,3,4,roll,0.5681237
PP,0.0055447305,3,5,roll,0.6428789
PP,0.04020015,3,6,roll,1.0333083
PP,0.047466375,3,7,roll,0.9554964
PP,0.023546651,3,8,roll,1.1727973
PP,0.015087635,3,9,roll,0.9344864
PP,0.008968269,3,10,roll,0.9186094
PP,0.022101974,3,11,roll,0.8116229
PP,0.009062167,3,12,roll,1.3448846
PP,0.010312974,3,13,roll,0.96504694
PP,0.11716754,3,14,roll,0.9911785
PP,0.008790939,3,15,roll,0.3015702
PP,0.06441246,3,16,roll,0.31807658
PP,0.031803817,3,17,roll,0.8647497
PP,0.009359546,3,18,roll,0.48669633
PP,0.04762364,3,19,roll,1.4252368
PP,0.06668941,3,20,roll,0.93858284
Ad(PD),0.18480226,3,1,roll,2.9905767
Ad(PD),0.08744567,3,2,roll,3.377661
Ad(PD),0.17648786,3,3,roll,2.7594762
Ad(PD),0.10514365,3,4,roll,3.1759496
Ad(PD),0.11945818,3,5,roll,3.125482
Ad(PD),0.23012365,3,6,roll,2.2043648
Ad(PD),0.069836184,3,7,roll,3.2209764
Ad(PD),0.09580448,3,8,roll,3.1515038
Ad(PD),0.11298602,3,9,roll,3.1542556
Ad(PD),0.13261156,3,10,roll,3.191811
Ad(PD),0.18568587,3,11,roll,2.7740295
Ad(PD),0.14633913,3,12,roll,2.688752
Ad(PD),0.17562097,3,13,roll,2.6174505
Ad(PD),0.15848194,3,14,roll,2.3026865
Ad(PD),0.095734894,3,15,roll,2.991913
Ad(PD),0.14572793,3,16,roll,3.072583
Ad(PD),0.14088604,3,17,roll,2.7669709
Ad(PD),0.11002749,3,18,roll,2.9284294
Ad(PD),0.09750129,3,19,roll,3.2042603
Ad(PD),0.108389586,3,20,roll,3.1235569
Ad(Ac),0.06450551,3,1,roll,0.3668961
Ad(Ac),0.12282184,3,2,roll,0.5553316
Ad(Ac),0.05930356,3,3,roll,0.22123739
Ad(Ac),0.074812606,3,4,roll,0.15185618
Ad(Ac),0.06685945,3,5,roll,0.30099568
Ad(Ac),0.043592677,3,6,roll,0.4972202
Ad(Ac),0.095378205,3,7,roll,0.6558604
Ad(Ac),0.08883096,3,8,roll,0.51500076
Ad(Ac),0.023569627,3,9,roll,0.58219206
Ad(Ac),0.04337067,3,10,roll,0.250965
Ad(Ac),0.15078738,3,11,roll,0.176268
Ad(Ac),0.06984545,3,12,roll,0.25195172
Ad(Ac),0.0588073,3,13,roll,0.33612034
Ad(Ac),0.254398,3,14,roll,0.86813915
Ad(Ac),0.09211887,3,15,roll,0.31457365
Ad(Ac),0.07078833,3,16,roll,0.361445
Ad(Ac),0.1130033,3,17,roll,0.25579244
Ad(Ac),0.09960825,3,18,roll,0.20120467
Ad(Ac),0.17708421,3,19,roll,0.49689746
Ad(Ac),0.14153534,3,20,roll,0.31222185
Bi,0.0067009293,3,1,roll,0.1813042
Bi,0.0043024877,3,2,roll,0.25249505
Bi,0.003992976,3,3,roll,0.17566887
Bi,0.0028653976,3,4,roll,0.18264644
Bi,0.0030100395,3,5,roll,0.17865178
Bi,0.006587703,3,6,roll,0.26898926
Bi,0.0057897856,3,7,roll,0.28703713
Bi,0.0052395565,3,8,roll,0.27361023
Bi,0.004156989,3,9,roll,0.23193535
Bi,0.003711335,3,10,roll,0.12921277
Bi,0.005043158,3,11,roll,0.20628591
Bi,0.005622701,3,12,roll,0.15311792
Bi,0.006888225,3,13,roll,0.15383206
Bi,0.007989207,3,14,roll,0.34230316
Bi,0.002707361,3,15,roll,0.10629814
Bi,0.014852239,3,16,roll,0.11689141
Bi,0.0041519967,3,17,roll,0.11059775
Bi,0.0038954867,3,18,roll,0.07325593
Bi,0.03615458,3,19,roll,0.19886582
Bi,0.006780545,3,20,roll,0.15166171
PP,0.011357154,4,1,roll,0.4376442
PP,0.02016058,4,2,roll,0.7997955
PP,0.016694153,4,3,roll,0.8378758
PP,0.009284149,4,4,roll,1.30458
PP,0.02925251,4,5,roll,0.76872265
PP,0.021787414,4,6,roll,1.6111246
PP,0.027624998,4,7,roll,0.87604
PP,0.011476862,4,8,roll,0.3153763
PP,0.008546302,4,9,roll,0.22394909
PP,0.013759847,4,10,roll,1.1571844
PP,0.030386172,4,11,roll,0.5621013
PP,0.031231768,4,12,roll,0.697629
PP,0.0070598703,4,13,roll,0.80001146
PP,0.021555794,4,14,roll,0.9378496
PP,0.008158963,4,15,roll,1.0961047
PP,0.053660803,4,16,roll,0.5062694
PP,0.014137233,4,17,roll,0.86320597
PP,0.015737545,4,18,roll,1.510007
PP,0.010604334,4,19,roll,1.1428655
PP,0.04383576,4,20,roll,1.2862661
Ad(PD),0.06850681,4,1,roll,3.5699618
Ad(PD),0.105651416,4,2,roll,3.413859
Ad(PD),0.11974271,4,3,roll,3.4027808
Ad(PD),0.1054265,4,4,roll,3.4258752
Ad(PD),0.15375167,4,5,roll,3.2870214
Ad(PD),0.07258553,4,6,roll,3.193811
Ad(PD),0.061429676,4,7,roll,3.4422536
Ad(PD),0.08232213,4,8,roll,3.4295256
Ad(PD),0.11259788,4,9,roll,3.467565
Ad(PD),0.07765893,4,10,roll,3.730047
Ad(PD),0.090465404,4,11,roll,3.6356692
Ad(PD),0.098495506,4,12,roll,3.4534438
Ad(PD),0.099391,4,13,roll,3.1384063
Ad(PD),0.12412957,4,14,roll,3.3208113
Ad(PD),0.120590106,4,15,roll,2.9407046
Ad(PD),0.1591449,4,16,roll,2.31995
Ad(PD),0.107556045,4,17,roll,3.4117596
Ad(PD),0.14515905,4,18,roll,3.3884623
Ad(PD),0.12051059,4,19,roll,3.3977058
Ad(PD),0.10854459,4,20,roll,3.3975494
Ad(Ac),0.069391586,4,1,roll,0.18823275
Ad(Ac),0.033187035,4,2,roll,0.36436987
Ad(Ac),0.05199197,4,3,roll,0.37437513
Ad(Ac),0.018745,4,4,roll,0.50773853
Ad(Ac),0.091557585,4,5,roll,0.08915048
Ad(Ac),0.039980944,4,6,roll,0.50280595
Ad(Ac),0.020278253,4,7,roll,0.3641104
Ad(Ac),0.02223131,4,8,roll,0.24070978
Ad(Ac),0.011004637,4,9,roll,0.1292364
Ad(Ac),0.030902958,4,10,roll,0.53364563
Ad(Ac),0.026641775,4,11,roll,0.26261783
Ad(Ac),0.07278816,4,12,roll,0.4197454
Ad(Ac),0.018991362,4,13,roll,0.287488
Ad(Ac),0.035271835,4,14,roll,0.35109136
Ad(Ac),0.02752697,4,15,roll,0.44530046
Ad(Ac),0.04502499,4,16,roll,0.34491533
Ad(Ac),0.0121840015,4,17,roll,0.2570975
Ad(Ac),0.013423413,4,18,roll,0.4391013
Ad(Ac),0.016005322,4,19,roll,0.32745397
Ad(Ac),0.017269904,4,20,roll,0.519736
Bi,0.027830504,4,1,roll,0.10879432
Bi,0.05699208,4,2,roll,0.12769623
Bi,0.028611846,4,3,roll,0.15852022
Bi,0.004197186,4,4,roll,0.15817091
Bi,0.004978897,4,5,roll,0.093135804
Bi,0.0055986345,4,6,roll,0.17091133
Bi,0.008554812,4,7,roll,0.1776052
Bi,0.0055445363,4,8,roll,0.100852475
Bi,0.008091263,4,9,roll,0.121131904
Bi,0.005949069,4,10,roll,0.19858122
Bi,0.0062480555,4,11,roll,0.19694777
Bi,0.007491413,4,12,roll,0.21966484
Bi,0.011308046,4,13,roll,0.10693952
Bi,0.0065779993,4,14,roll,0.20035897
Bi,0.008368776,4,15,roll,0.23177631
Bi,0.012259657,4,16,roll,0.24341805
Bi,0.004414785,4,17,roll,0.1317764
Bi,0.014141976,4,18,roll,0.31618467
Bi,0.008611925,4,19,roll,0.1881575
Bi,0.016899131,4,20,roll,0.17834349
PP,0.013760929,5,1,roll,1.6470987
PP,0.10092602,5,2,roll,0.7853502
PP,0.13765933,5,3,roll,0.4447426
PP,0.13650484,5,4,roll,1.297301
PP,0.08617297,5,5,roll,0.3914545
PP,0.13588035,5,6,roll,0.4766185
PP,0.123055615,5,7,roll,0.8057975
PP,0.09382408,5,8,roll,0.6825556
PP,0.053372845,5,9,roll,0.548314
PP,0.08969785,5,10,roll,0.6122786
PP,0.047766156,5,11,roll,0.92392355
PP,0.146572,5,12,roll,0.52237886
PP,0.1279252,5,13,roll,0.2464071
PP,0.13287055,5,14,roll,0.70642376
PP,0.15467416,5,15,roll,0.17161168
PP,0.16612622,5,16,roll,0.7484422
PP,0.05154935,5,17,roll,1.0442121
PP,0.016624676,5,18,roll,0.53848594
PP,0.09122786,5,19,roll,0.66633874
PP,0.1284294,5,20,roll,0.72056216
Ad(PD),0.21507151,5,1,roll,2.3163745
Ad(PD),0.14406098,5,2,roll,1.9985254
Ad(PD),0.08938221,5,3,roll,2.555937
Ad(PD),0.07773428,5,4,roll,2.2077603
Ad(PD),0.083682165,5,5,roll,2.6588106
Ad(PD),0.08882434,5,6,roll,3.0863988
Ad(PD),0.14843844,5,7,roll,2.8759754
Ad(PD),0.14135031,5,8,roll,3.1173036
Ad(PD),0.10212939,5,9,roll,3.023572
Ad(PD),0.13147408,5,10,roll,2.9240224
Ad(PD),0.17537566,5,11,roll,3.195347
Ad(PD),0.124905944,5,12,roll,3.2081332
Ad(PD),0.05936797,5,13,roll,3.4711425
Ad(PD),0.13685682,5,14,roll,3.1863587
Ad(PD),0.07181686,5,15,roll,3.35714
Ad(PD),0.083875105,5,16,roll,3.4228039
Ad(PD),0.11354225,5,17,roll,3.4751818
Ad(PD),0.08381476,5,18,roll,3.3811088
Ad(PD),0.0764451,5,19,roll,3.4973204
Ad(PD),0.12014071,5,20,roll,3.2503443
Ad(Ac),0.009603221,5,1,roll,0.6147065
Ad(Ac),0.06789396,5,2,roll,0.38597533
Ad(Ac),0.10900287,5,3,roll,0.26343912
Ad(Ac),0.17594923,5,4,roll,0.55150515
Ad(Ac),0.079289824,5,5,roll,0.29661465
Ad(Ac),0.115952864,5,6,roll,0.2873182
Ad(Ac),0.10680762,5,7,roll,0.5531528
Ad(Ac),0.11675873,5,8,roll,0.43770933
Ad(Ac),0.06134939,5,9,roll,0.28329805
Ad(Ac),0.095248014,5,10,roll,0.51591617
Ad(Ac),0.11488342,5,11,roll,0.7845471
Ad(Ac),0.0991,5,12,roll,0.55081683
Ad(Ac),0.21583821,5,13,roll,0.30327618
Ad(Ac),0.12803662,5,14,roll,0.47959286
Ad(Ac),0.16918077,5,15,roll,0.27015138
Ad(Ac),0.19981363,5,16,roll,0.5283765
Ad(Ac),0.108687714,5,17,roll,0.4493159
Ad(Ac),0.17796907,5,18,roll,0.21263956
Ad(Ac),0.13472737,5,19,roll,0.33166653
Ad(Ac),0.12761281,5,20,roll,0.66246754
Bi,0.0063187494,5,1,roll,0.31308115
Bi,0.03239879,5,2,roll,0.25283542
Bi,0.085710004,5,3,roll,0.21094157
Bi,0.078392446,5,4,roll,0.36367792
Bi,0.14756353,5,5,roll,0.12957968
Bi,0.13038658,5,6,roll,0.21050468
Bi,0.14067565,5,7,roll,0.35476872
Bi,0.10180172,5,8,roll,0.29642406
Bi,0.050800737,5,9,roll,0.23502965
Bi,0.08629943,5,10,roll,0.26507092
Bi,0.06940542,5,11,roll,0.3732131
Bi,0.17161426,5,12,roll,0.34134114
Bi,0.10538385,5,13,roll,0.106512055
Bi,0.1230647,5,14,roll,0.39445466
Bi,0.1246627,5,15,roll,0.16308469
Bi,0.1876032,5,16,roll,0.33103248
Bi,0.066444695,5,17,roll,0.3495022
Bi,0.07786588,5,18,roll,0.13225496
Bi,0.16136783,5,19,roll,0.20561962
Bi,0.21214214,5,20,roll,0.30789244
PP,0.094456695,6,1,roll,0.84121525
PP,0.11130801,6,2,roll,0.56779915
PP,0.22925733,6,3,roll,0.5910164
PP,0.012103017,6,4,roll,0.4741868
PP,0.069597,6,5,roll,0.5686961
PP,0.12703475,6,6,roll,0.9015887
PP,0.10771893,6,7,roll,0.73125005
PP,0.037245203,6,8,roll,1.2717873
PP,0.08666011,6,9,roll,0.7951336
PP,0.10295258,6,10,roll,0.3555694
PP,0.042838484,6,11,roll,0.23303995
PP,0.09786377,6,12,roll,0.6039246
PP,0.031695668,6,13,roll,1.0755528
PP,0.028648572,6,14,roll,0.8512777
PP,0.045510363,6,15,roll,0.7155947
PP,0.046080027,6,16,roll,0.23656067
PP,0.014172018,6,17,roll,0.7122656
PP,0.04321094,6,18,roll,0.9967592
PP,0.045508508,6,19,roll,1.0066004
PP,0.06775611,6,20,roll,1.3463917
Ad(PD),0.22422856,6,1,roll,2.8665564
Ad(PD),0.1767848,6,2,roll,3.3689978
Ad(PD),0.2580455,6,3,roll,2.8906558
Ad(PD),0.08258779,6,4,roll,3.404553
Ad(PD),0.24950585,6,5,roll,2.3910859
Ad(PD),0.1932947,6,6,roll,2.15666
Ad(PD),0.21138242,6,7,roll,3.611933
Ad(PD),0.25091255,6,8,roll,2.9378662
Ad(PD),0.13075085,6,9,roll,3.4723525
Ad(PD),0.17706221,6,10,roll,2.3025887
Ad(PD),0.13092287,6,11,roll,3.0929372
Ad(PD),0.23206216,6,12,roll,3.2072637
Ad(PD),0.15531017,6,13,roll,3.2479038
Ad(PD),0.20641494,6,14,roll,3.1197793
Ad(PD),0.19284971,6,15,roll,3.083418
Ad(PD),0.16920608,6,16,roll,2.9293737
Ad(PD),0.072886884,6,17,roll,3.3023295
Ad(PD),0.20306185,6,18,roll,2.8924165
Ad(PD),0.20306575,6,19,roll,2.580911
Ad(PD),0.19051977,6,20,roll,3.125377
Ad(Ac),0.05520381,6,1,roll,0.42109096
Ad(Ac),0.061866973,6,2,roll,0.7331713
Ad(Ac),0.0891477,6,3,roll,0.35145998
Ad(Ac),0.008148263,6,4,roll,0.32773626
Ad(Ac),0.08535887,6,5,roll,0.56120104
Ad(Ac),0.06460506,6,6,roll,0.5135656
Ad(Ac),0.097421624,6,7,roll,0.77699465
Ad(Ac),0.06211216,6,8,roll,0.4036159
Ad(Ac),0.038710102,6,9,roll,0.43299934
Ad(Ac),0.0597739,6,10,roll,0.6468187
Ad(Ac),0.022319278,6,11,roll,0.32409194
Ad(Ac),0.058319803,6,12,roll,0.512989
Ad(Ac),0.013608734,6,13,roll,0.35706288
Ad(Ac),0.020488529,6,14,roll,0.33155
Ad(Ac),0.025023885,6,15,roll,0.58388966
Ad(Ac),0.0139305,6,16,roll,0.34600687
Ad(Ac),0.0082007265,6,17,roll,0.29709655
Ad(Ac),0.057660107,6,18,roll,0.7309365
Ad(Ac),0.037475273,6,19,roll,0.5932447
Ad(Ac),0.052057672,6,20,roll,0.49317783
Bi,0.072220825,6,1,roll,0.30330145
Bi,0.11250111,6,2,roll,0.5026772
Bi,0.07529917,6,3,roll,0.44953534
Bi,0.03182287,6,4,roll,0.3088818
Bi,0.05242845,6,5,roll,0.38155362
Bi,0.10639434,6,6,roll,0.36594865
Bi,0.048797347,6,7,roll,0.34903362
Bi,0.06260638,6,8,roll,0.32985565
Bi,0.014841605,6,9,roll,0.23351976
Bi,0.04220811,6,10,roll,0.31593376
Bi,0.0074995444,6,11,roll,0.19576274
Bi,0.049443685,6,12,roll,0.3179893
Bi,0.0064712097,6,13,roll,0.21025743
Bi,0.019586222,6,14,roll,0.22091159
Bi,0.06182496,6,15,roll,0.37396666
Bi,0.003978739,6,16,roll,0.16508543
Bi,0.004515666,6,17,roll,0.15733317
Bi,0.06343531,6,18,roll,0.33539346
Bi,0.026889483,6,19,roll,0.3594388
Bi,0.053804617,6,20,roll,0.3326473
